List,Story,TrialType,AudioLink,ProbeNumber,SectionNumber,LastLine,LineLength,AudioLength,LangContext,SwitchType,FillerCS,QuestionNumber,QuestionStimuli,Answer1,Answer2,Answer3,Answer4,Answer5,CorrectResponse,ICE,RelevantSentence1,RelevantSentence2,RelevantSentence3,InfoDistanceFromProbe,RelevantSection,RelSecLangContext,InfoContext,InfoLanguage
1,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec15.mp4,37,15,283,12,85,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec17.mp4,38,17,334,30,104,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec18.mp4,39,18,372,38,142,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec19.mp4,40,19,395,23,98,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec20_21.mp4,41,20,435,23,110,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec22.mp4,42,22,465,30,109,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec23.mp4,43,23,496,31,139,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec24.mp4,44,24,509,13,89,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec25.mp4,45,25,516,7,55,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec26.mp4,46,26,539,23,188,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec27.mp4,47,27,564,25,181,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec28.mp4,48,28,580,16,72,ENGstoryENGsection,ENGverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec29.mp4,49,29,588,8,40,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,100,NA,NA,NA,NA,NA,NA,NA,45,"At the very beginning of the story, Watson sees a man outside doing what?",Sleeping on a park bench,Running down the street,Selling newspapers,Being arrested,I have no idea,B,0,10,1,NA,9,1,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,46,What is the name of Mr. Holderâ€™s banking firm? ,"Holder & Stevenson, of Threadneedle Street","Holder Bank Company, of Bond Street","London Banking, of High Street","Holder & Sons, of Baker Street",I have no idea,A,0,39,NA,NA,0,2,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,47,How many emeralds are in the Emerald Crown?,39,102,15,3,I have no idea,A,0,69,67,NA,1,4,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,48,How long had Lucy Parr been employed in the Holder household? ,25 years,10 years,One week,A few months,I have no idea,D,0,97,NA,NA,3,6,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,49,Why does Mr. Holder say his son Arthur kept getting drawn back in to gambling? ,Because he didn't try to stop,Because he worked in a casino,Because he was so good at it,Because one of his friends kept drawing him back in,I have no idea,D,1,116,NA,NA,0,7,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,50,What is the one matter in which Mr. Holder says Mary has gone against his wishes? ,When she accepted a job at the bank,When she refused to marry his son,When she refused to wash the dishes,When she cut her hair extremely short,I have no idea,B,0,127,126,NA,1,8,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,51,What does Mr. Holder do when his son asked him for money?,He gives him half of what he asked for,He gives him all of what he asked for,He gets mad and says no,"He says no at first, but then gives him the money",I have no idea,C,0,150,149,NA,0,9,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,100,"For this question, please select the letter A (Mr. Holder) as your answer. This is to check that you are engaged in the study task.",Mr. Holder,Mary,Sir George Burnwell,Lucy Parr,I have no idea,A,0,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,52,"When Mr. Holder woke up in the middle of the night, who did he see in his room? ","His maid, Lucy","His niece, Mary","His butler, Jeeves","His son, Arthur",I have no idea,D,0,173,172,NA,0,10,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,53,What does Arthur ask his father when he is being arrested? ,To call an attorney for him,To leave the house for 5 minutes,To complain to the mayor about his treatment,To take careful notes about everything,I have no idea,B,0,203,NA,NA,0,11,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,54,Where was Arthur while Mr. Holder was telling his story to Holmes and Watson? ,In a jail cell,At home,At his trial,In the same room,I have no idea,A,0,214,NA,NA,6,12,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,55,What is the alternative explanation Holmes gives Mr. Holder for why Arthur might have been twisting the crown? ,Holmes suggests Arthur was adding in a new emerald,Holmes suggests Arthur was trying to straighten it out,Holmes suggests Arthur was taking a photo of it,Holmes suggests Arthur was polishing it up,I have no idea,B,0,241,NA,NA,0,13,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,56,What was the name of the bankerâ€™s house?,Holder's Palace,Fairbank,Brookside,Monticello,I have no idea,B,0,271,NA,NA,0,14,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,57,What did Watson notice about Maryâ€™s appearance when he first saw her?,That she was very short,That she was very fat,That she had a beautiful singing voice,That she was very pale,I have no idea,D,0,280,NA,NA,3,15,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,58,Who did the maid go to see at night?,Francis Proper,Sir George Burnwell,Arthur Holder,Sherlock Holmes,I have no idea,A,0,334,NA,NA,0,17,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,59,What did Holmes do when he first looked at the crown? ,He whistled and complimented it,He tried to break it,He threw it out the window,He put it on,I have no idea,B,0,367,NA,NA,5,18,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,60,How much money does the banker agree to let Holmes spend trying to solve the mystery? ,A half day's salary,Whatever he needs to get back the gems,The price of a cab ride home,Holmes doesn't need any money,I have no idea,B,0,394,NA,NA,1,19,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,61,"When Holmes stops by his apartment to have a cup of tea with Watson and change his disguise, what kind of mood does Watson say he was in?",A very sad mood,A very angry mood,A very good mood,He was asleep,I have no idea,C,0,423,409,NA,7,20,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,62,What did Watson observe about the banker when he came to his apartment the next morning?,He seemed to be tired and sad,He seemed to be drunk,He seemed to be extremely happy,He seemed to be hiding a secret,I have no idea,A,0,435,NA,NA,0,20,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,63,How much does Holmes tell the banker to make out the check? ,50 pounds,299 pounds,"4,000 pounds","20,000 pounds",I have no idea,C,0,465,NA,NA,0,22,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,64,Who does Holmes say was Mary in the habit of seeing nearly every evening? ,Sir George Burnwell,Watson,Francis Prosper,Mr. Holder's banking partner,I have no idea,A,1,496,487,NA,0,23,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,65,Who did Arthur see walking down the hallway when he woke up in the middle of the night?,Mr. Holder,Mary,Sir George Burnwell,Lucy Parr,I have no idea,B,0,505,499,NA,4,24,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,66,Who was hit and got cut over the eye?,Arthur,Mary,Sir Christopher Bradley,Sir George Burnwell,I have no idea,D,1,514,NA,NA,2,25,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,67,Holmes refers to one of the tracks of footprints as belong to â€œBoot-Manâ€.  Who do you think Boot-Man was?,Arthur Holder,Mr. Holder,Sir Christopher Bradley,Sir George Burnwell,I have no idea,D,1,538,NA,NA,1,26,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,68,Why do you think that Holmes took the old shoes he had bought over to the scene of the crime? ,To check to see if they matched the prints in the snow,To check to see if they fit Arthur,To check to see if they fit Mr. Holder,To give them to the police as evidence,I have no idea,A,0,564,NA,NA,0,27,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,69,Who did Holmes first go talk to when trying to buy back the stolen jewels?,Arthur Holder,Mr. Holder,Sir Christopher Bradley,Sir George Burnwell,I have no idea,D,1,570,569,NA,10,28,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,100,"For this question, please select the letter D (Arthur) as your answer. This is to check that you are engaged in the study task.",Sherlock,Watson,Mary,Arthur,I have no idea,D,0,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,70,What did Holmes find out the thief had done with the stolen jewels? ,Eaten them,Made a ring out of them,Sold them,Put them in a safety deposit box,I have no idea,C,1,577,NA,NA,3,28,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,71,What did the villain almost attack Holmes with?,A sculpture,A baseball bat,A hammer,A bowling pin,I have no idea,A,0,572,NA,NA,8,28,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,72,Where does Holmes think Mary is? ,With Arthur Holder,With Mr. Holder,With Sir Christopher Bradley,With Sir George Burnwell,I have no idea,D,1,587,NA,NA,1,29,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,73,Who was the main villain? ,Arthur Holder,Mary,Sir Christopher Bradley,Sir George Burnwell,I have no idea,D,1,NA,NA,NA,NA,NA,NA,NA,NA
1,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,74,Who was it that originally took the crown from the drawer? ,Arthur Holder,Mary,Sir Christopher Bradley,Sir George Burnwell,I have no idea,B,1,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec1VID.mp4,1,1,9,9,64,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec2.mp4,2,2,21,12,86,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec3VID.mp4,3,3,32,11,56,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec4VID.mp4,4,4,46,14,93,ENGstoryENGsection,ENGverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec5VID.mp4,5,5,65,19,105,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec6VID.mp4,6,6,84,19,87,ENGstoryENGsection,ENGverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec7VID.mp4,7,7,114,30,114,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec8VID.mp4,8,8,138,24,84,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec10VID.mp4,9,10,189,25,100,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec11VID.mp4,10,11,225,36,139,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec12VID.mp4,11,12,248,23,80,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec13VID.mp4,12,13,267,19,57,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec14VID.mp4,13,14,291,24,78,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec15VID.mp4,14,15,307,16,78,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec16VID.mp4,15,16,328,21,89,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec18VID.mp4,16,18,385,28,104,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec19VID.mp4,17,19,408,23,81,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec20VID.mp4,18,20,434,26,105,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec21VID.mp4,19,21,447,13,80,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec22VID.mp4,20,22,470,23,109,ENGstoryENGsection,ENGverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec23VID.mp4,21,23,491,21,111,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec24VID.mp4,22,24,503,12,72,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuEngSec25frVID%20(1).mp4,23,25,522,19,111,ENGstoryENGsection,ENGverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/ThreeStuENGsec26VID.mp4,24,26,531,9,20,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,100,NA,NA,NA,NA,NA,NA,NA,1,"At the very beginning of the story, Watson explains that Sherlock was doing research at the university library. What was Sherlock researching?",The sleeping patterns of bears,The political history of ancient England,His family origins,Marine biology,I have no idea,B,0,8,NA,NA,1,1,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,2,"Why doesnâ€™t Mr. Payton want to call the police, as Sherlock Holmes suggests?",He wants to avoid scandal,He doesn't think the incident was that big of a deal,He wants to see Sherlock use his detective skills,Sherlock never suggested he call the police,I have no idea,A,0,18,NA,NA,3,2,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,3,What is the name of the scholarship that the students are competing for?,Upper Division Scholarship,Oxford Scholarship,Fortescue Scholarship,Charles Perfetti Scholarship,I have no idea,C,0,21,NA,NA,0,2,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,4,What subject does Mr. Payton teach?,Greek,Math,Latin,English,I have no idea,A,0,23,NA,NA,8,3,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,5,How long was Mr. Payton away from his room while he had tea with his friend?,4 hours,3 hours,2 hours,1 hour,I have no idea,D,0,32,NA,NA,0,3,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,6,"When Mr. Payton first finds his papers scattered around the room, who does he think went through them?",Sherlock,Bannister,Holcomb,The printer,I have no idea,B,0,46,NA,NA,0,4,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,7,What was the surface of Mr. Paytonâ€™s writing table made out of?,Marble,Snakeskin,Red leather,White leather,I have no idea,C,0,60,NA,NA,5,5,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,8,Did Mr. Payton find any footprints when he went into his room?,"Yes, lots of them","Yes, two footprints","Yes, just one footprint",No,I have no idea,D,0,65,NA,NA,0,5,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,9,Did anyone drop by Mr. Paytonâ€™s rooms while the examination papers were there?,"No, nobody dropped in","Yes, the athletic student","Yes, the troublesome student","Yes, the exchange student from India",I have no idea,D,0,75,NA,NA,9,6,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,10,Why does Holmes think that the person who copied the exam saw the papers by accident?,Because the exam papers were not yet in his office during office hours,Because the exam papers were rolled up and hard to recognize during his office hours,Because the exam papers were locked up in a safe during office hours,Because nobody came by his office during office hours,I have no idea,B,0,96,NA,NA,18,7,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,11,What does Holmes do when he first walks by the window leading to the teacherâ€™s room?,Tests the window latch,Pushes against the window glass,Stands on tiptoe to try to see inside,Tries to pry the window open,I have no idea,C,0,106,NA,NA,8,7,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,12,"When he first inspects the Mr. Paytonâ€™s room, what does Holmes find on the carpet?",Crumbs,Footprints,A bit of snow,Nothing,I have no idea,D,0,113,NA,NA,1,7,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,100,"For this question, please select the letter B (Watson) as your answer. This is to check that you are engaged in the study task.",Sherlock,Watson,Wilson,Bannister,I have no idea,B,0,NA,NA,NA,NA,NA,NA,NA,NA
